Close,Adj Close
69.843697,46.824127
70.406197,47.201252
70.171799,47.044094
70.843697,47.494541
70.593697,47.32695
71.0625,47.641228
71.468697,47.913567
72.843697,48.835365
73.015602,48.950619
73.421799,49.222935
73.343697,49.170597
73.125,49.023964
73.453102,49.243916
73.9375,49.568668
74.031197,49.631519
74.046799,49.64196
74.578102,49.998135
74.703102,50.081947
74.593697,50.008625
75.171799,50.396152
76.125,51.035198
75.875,50.867603
75.734299,50.773281
76.015602,50.961857
76.046799,50.982803
74.75,50.1134
74.953102,50.24955
74.75,50.1134
74.3125,49.820099
75.406197,50.553318
75.046799,50.312366
74.359299,49.851475
73.125,49.023964
73.3125,49.149673
72.375,48.521156
72.953102,48.908733
73.531197,49.296272
75.046799,50.312366
74.843697,50.422798
74.656197,50.296467
75.203102,50.664925
75.781197,51.054375
75.875,51.117592
75.218697,50.675438
73.843697,49.749081
74.031197,49.875408
75.093697,50.591217
74.4375,50.149132
75.343697,50.759647
74.6875,50.317558
75.3125,50.738617
76.125,51.285988
76.015602,51.212299
76.968697,51.854408
76.781197,51.728088
77.093697,51.938622
77.5625,52.254459
77.656197,52.317596
78.281197,52.738655
78.843697,53.11763
77.75,52.380814
76.75,51.707088
76.531197,51.559658
76.75,51.707088
77.5,52.212364
78.5,52.886066
78.406197,52.822849
78.640602,52.980801
79.125,53.307137
77.640602,52.307095
78.156197,52.654453
79.218697,53.370277
78.468697,52.864983
79.375,53.47559
80.5,54.233482
81.375,54.822968
81.1875,54.69664
81.875,55.159824
81.328102,54.791389
80.343697,54.128197
80.375,54.149281
81.328102,54.791389
81.390602,54.833473
80.593697,54.296608
79.390602,53.486069
79.156197,53.328163
79.6875,53.686096
79.25,53.39135
80.593697,54.296608
80.125,53.980831
80.843697,54.465034
81.6875,55.033508
81.25,54.738739
80.531197,54.254517
79.281197,53.412357
79.6875,53.686096
79.906197,53.833427
79.046799,53.254429
78.781197,53.075504
78.375,52.801842
78.4375,53.046326
79.531197,53.785973
78.75,53.25766
79.093697,53.490105
77,52.074154
75.375,50.97522
75.859299,51.302746
74.5,50.383457
74.906197,50.658154
75.843697,51.292156
76.140602,51.492981
76.6875,51.862827
76.0625,51.440147
75.781197,51.249889
73.375,49.622631
74.359299,50.288292
75.625,51.144279
76.5,51.736027
76.1875,51.524681
76.5625,51.778313
76.0625,51.440147
77.734299,52.570728
77.8125,52.623634
77.421799,52.359432
76.531197,51.757122
77.281197,52.264347
79.718697,53.912804
80.093697,54.166416
80,54.103043
81.4375,55.075199
83.375,56.385529
83.3125,56.34325
81.5,55.117466
82.0625,55.497868
82.625,55.878284
84,56.808167
83.656197,56.575684
83.8125,56.68137
84.375,57.061794
83.218697,56.279781
83.468697,56.448853
84.468697,57.125195
84.281197,56.998356
84,56.808167
84.781197,57.336498
85.125,57.569012
85.109299,57.558407
84.609299,57.22023
85.156197,57.590111
84.781197,57.336498
84.5,57.14632
84.406197,57.082878
84.718697,57.29422
86.375,58.41436
86.8125,58.710243
87.078102,58.889877
87.281197,59.027191
88.968697,60.168449
89.718697,60.675667
89.75,60.696842
89.625,60.612305
89.3125,60.400948
90.234299,61.024361
89.578102,60.816475
87.406197,59.341923
89.625,60.848316
89,60.423969
88.5625,60.12698
88.906197,60.360268
88.3125,59.957241
89.343697,60.657345
90.8125,61.65453
92.0625,62.503204
91.125,61.866673
92.078102,62.513771
91.0625,61.824249
91.468697,62.100025
91.781197,62.312187
92.0625,62.503204
92.531197,62.821388
93.75,63.648861
93.281197,63.330616
91.296799,61.983334
91.3125,61.993969
93.734299,63.638195
93.656197,63.58519
94.093697,63.882187
94.031197,63.839748
93.968697,63.797356
94.281197,64.009491
95.406197,64.773315
95.3125,64.709694
94.9375,64.455093
95.1875,64.624832
95.25,64.66729
96.031197,65.197632
95.3125,64.709694
93.375,63.394257
94.0625,63.861015
92.5625,62.842648
92.281197,62.651665
92.625,62.885067
89.781197,60.954372
91.781197,62.312187
92.843697,63.033588
94.25,63.988346
92.593697,62.863853
92.5625,62.842648
92.218697,62.609272
90.859299,61.68631
91.406197,62.057598
90.015602,61.113522
90.375,61.357494
93.3125,63.35183
92.8125,63.012375
93.406197,63.415424
93.140602,63.23513
93.546799,63.510952
93.593697,63.54274
91.656197,62.227348
91.1875,61.909145
92.656197,62.906265
92.5,62.80022
94.8125,64.370239
94.8125,64.370239
95.218697,64.645981
95.031197,64.755348
95.5625,65.117393
95.125,64.819267
94.343697,64.286896
93.6875,63.839741
94.468697,64.37204
95.375,64.989639
94.375,64.308212
95.625,65.159973
96.156197,65.52195
96.640602,65.852005
97.281197,66.288536
98.1875,66.906105
97.5,66.437637
97.156197,66.203331
96.875,66.011742
96.968697,66.075607
97,66.096931
96.781197,65.947823
95.25,64.90448
94.281197,64.244301
95.625,65.159973
97.484299,66.426933
96.843697,65.99044
94.9375,64.691513
94,64.052666
87.1875,59.410553
92.218697,62.838921
91.968697,62.66853
89.9375,61.284473
92.0625,62.73246
94,64.052666
94,64.052666
94.3125,64.265617
93.953102,64.020737
92.9375,63.328712
92.375,62.945408
92.406197,62.96661
90.5,61.667763
91.8125,62.562084
93.0625,63.413906
94.781197,64.585014
94.1875,64.180435
94.656197,64.499832
96.093697,65.47937
96.75,65.926544
95,64.734085
95.25,64.90448
95.531197,65.096069
95.625,65.159973
98.093697,66.842209
97.5,66.437637
97.781197,66.629234
97.6875,66.565399
98.9375,67.417183
98.656197,67.225449
98.0625,66.820923
97.218697,66.245934
95.5625,65.117393
95.75,65.245178
96.718697,65.905243
97.3125,66.309875
96.8125,65.96917
95.875,65.33033
94.781197,64.842003
95.390602,65.258888
93.6875,64.093811
93.406197,63.901314
93.781197,64.157921
95.625,65.419281
97.125,66.445488
97.0625,66.40271
97.5625,66.744804
97.781197,66.894363
96.218697,65.825447
96.468697,65.996483
95.625,65.419281
92.3125,63.153133
94,64.307587
95.3125,65.205467
95.75,65.504799
94.953102,64.959625
96.3125,65.889626
97.875,66.958588
96.9375,66.317177
96.078102,65.729233
95.9375,65.633041
95.875,65.590286
96.843697,66.253021
97.718697,66.851639
98.25,67.215103
98.3125,67.257866
99.9375,68.369568
100.6875,68.882652
100.5625,68.797134
100.5,68.754379
101.625,69.524017
101.281197,69.288826
102.25,69.951599
102.156197,69.887421
102.593697,70.186722
102,69.780556
102.5,70.122643
103.4375,70.763992
102.890602,70.389832
103.656197,70.913597
104.0625,71.191544
103.25,70.635689
104.531197,71.512207
105.125,71.918427
105.125,71.918427
104.906197,71.768776
105.5,72.174965
104.8125,71.704651
103.843697,71.041862
105.9375,72.474312
105.5625,72.217743
106.5625,72.901855
107.0625,73.243942
107.5,73.543228
107.093697,73.265289
108.25,74.056313
108.5625,74.270126
108.968697,74.547989
109.25,74.740456
109.875,75.384003
109.625,75.212494
110.5625,75.855675
110.156197,75.576927
110.093697,75.534042
109.625,75.212494
109.5625,75.169579
109.9375,75.426895
110.828102,76.037895
112.031197,76.863342
112.593697,77.249283
111.6875,76.627563
110.9375,76.112953
110.3125,75.684166
111.1875,76.2845
110.875,76.070107
111.8125,76.713272
112.125,76.927719
110.8125,76.027206
112.281197,77.034836
112.25,77.013443
112.781197,77.377876
113.093697,77.592316
112,76.841934
110.8125,76.027206
108.718697,74.590683
108.5625,74.483505
109.3125,74.998077
111.343697,76.391693
112.593697,77.249283
112.3125,77.056351
111.531197,76.520279
110.218697,75.619835
109.343697,75.01947
111.125,76.241623
110.75,75.984306
111.9375,76.799057
112.218697,76.991982
111.656197,76.606041
111.031197,76.177284
110.593697,75.877083
111.343697,76.391693
112.406197,77.120636
111.6875,76.627563
111.25,76.327362
109.468697,75.105255
109.625,75.212494
110.125,75.55555
109.031197,74.805061
109.531197,75.148102
109.625,75.212494
107.875,74.011818
109.875,75.384003
112,76.841934
111.875,76.756172
112.218697,76.991982
111.5,76.498863
109.406197,75.062378
110.4375,75.769958
107.531197,73.775963
109.1875,74.912323
111.468697,76.477409
110.968697,76.134354
110.0625,75.752937
110.593697,76.118523
111.906197,77.021904
113.406197,78.054329
113.218697,77.925285
113.6875,78.247955
114.093697,78.527496
113.3125,77.989838
114.625,78.893181
114.843697,79.043739
116,79.839546
115.781197,79.688972
116.625,80.269714
115.843697,79.731964
116.468697,80.162155
116.5,80.183678
117.8125,81.087013
117.593697,80.936462
118.406197,81.495682
118.5625,81.603264
118.5625,81.603264
116.5,80.183678
116.5,80.183678
114.1875,78.592049
114.093697,78.527496
114.906197,79.086708
112.968697,77.753212
112.531197,77.452065
114.218697,78.613518
111.781197,76.935875
111.3125,76.613289
107,73.645119
108.468697,74.655975
108.9375,74.978661
109.125,75.107666
108.5,74.677498
106.875,73.559082
108.6875,74.806549
107.375,73.903183
106.125,73.042862
108.375,74.591484
110.375,75.968033
110.093697,75.774414
109.4375,75.322784
108.5625,74.72052
109.25,75.193703
109.5,75.365776
108.875,74.935631
103.75,71.408226
103.375,71.150124
96,66.074112
100.0625,68.870216
99.343697,68.375511
98.5625,67.837807
97.75,67.278603
103,70.892014
100.5,69.171303
98.5,67.794754
101.6875,69.988663
103.4375,71.193153
104.0625,71.623314
105,72.268578
102,70.203735
102.093697,70.516418
102.031197,70.473259
102.875,71.056068
107,73.905235
104.375,72.092125
104.25,72.005768
105.1875,72.653313
104.9375,72.480644
101.75,70.278999
98.8125,68.250076
